"word","n"
"knobs",1
"knocking",1
"knockoneffectscovid19",1
"knowhow",1
"kolonya",1
"komonews",1
"kong",1
"kookoobananas",1
"kool",1
"korean",1
"kot",1
"kpiti",1
"kpop",1
"kprc2",1
"kr",1
"krakow",1
"ktla",1
"ktvu",1
"kuch",1
"kulbaan",1
"kushner's",1
"kuya",1
"kwa",1
"kwan",1
"kwani",1
"kwiky",1
"kya",1
"kyle",1
"labelled",1
"labels",1
"labgrown",1
"laboratories",1
"labs",1
"lacoronavirus",1
"lacroix",1
"laden",1
"lag",1
"lagi",1
"lago",1
"lahabra",1
"lahat",1
"lahore",1
"laidback",1
"lakni",1
"laments",1
"lamp",1
"lampoons",1
"lamps",1
"lancashire",1
"land",1
"landings",1
"landlord",1
"lands",1
"lane",1
"langley",1
"languages",1
"lanka",1
"laptop",1
"laredo",1
"largefamilyproblems",1
"largepublic",1
"largescale",1
"lasagne",1
"laskmun",1
"laslondon",1
"laststhe",1
"latency",1
"lates",1
"latetothegame",1
"latin",1
"latinamerica",1
"laughter",1
"launched",1
"launches",1
"launching",1
"lauren",1
"laurie's",1
"lautre",1
"lawcovid19",1
"lawyer",1
"layoffs",1
"lazada",1
"lb",1
"lbs",1
"ldnont",1
"le",1
"leaded",1
"leaflet",1
"leah",1
"leaked",1
"lease",1
"leaver",1
"leavers",1
"leavethekidshome",1
"leaveunemployment",1
"lectures",1
"lee",1
"leeway",1
"leftist",1
"legislation",1
"legislators",1
"legislature",1
"legitimate",1
"legitimately",1
"legs",1
"legumes",1
"lehigh",1
"lemmings",1
"lender",1
"lengthy",1
"lent2020",1
"leon",1
"leopard",1
"lesbian",1
"lesser",1
"letsdothis",1
"letters",1
"lettings",1
"lettuce",1
"leukemiaawareness",1
"leuven",1
"lewis",1
"lewisham",1
"lgbtq",1
"liar",1
"liberal",1
"liberalism",1
"libraries",1
"license",1
"lidil",1
"liege",1
"lieu",1
"lifeand",1
"lifeinthetimeofcovid19",1
"lifeline",1
"lifes",1
"lifesaving",1
"lifetime",1
"lift",1
"likelihood",1
"likespeech",1
"likestay",1
"liking",1
"lil",1
"lille",1
"limerick",1
"limitations",1
"limitationthe",1
"limpopo",1
"limón",1
"lindley",1
"lingua",1
"linkedin",1
"linkup",1
"lion",1
"lipid",1
"lisa",1
"listed",1
"listeners",1
"listings",1
"lit",1
"litecoin",1
"liters",1
"litigations",1
"litre",1
"liveable",1
"livelihood",1
"livelihoods",1
"livinginchina",1
"livingthatepicenterlife",1
"llama",1
"llorando",1
"llorente",1
"lmfaooo",1
"lmfaooooo",1
"lnsm",1
"loaf",1
"loafs",1
"loans",1
"lobby",1
"lobbyist",1
"lobsters",1
"localbusiness",1
"localized",1
"located",1
"lockdownmalaysia",1
"locksouthafricadown",1
"logic",1
"lolcoronapocalypse",1
"lols",1
"londoner",1
"londonstockexchange",1
"longhaul",1
"longhorn",1
"longisland",1
"longlife",1
"longterm",1
"lookin",1
"lookout",1
"lookpumpkin",1
"loom",1
"looming",1
"looms",1
"loona",1
"loonie",1
"loop",1
"loorollshortage",1
"loot",1
"looted",1
"lordhavemercy",1
"lordoftheflies",1
"losers",1
"lostgold",1
"losts",1
"lotion",1
"lotta",1
"lottery",1
"lotto",1
"louder",1
"loudspeaker",1
"louisvuitton",1
"loungewear",1
"loveeachother",1
"lover",1
"loving",1
"lowcal",1
"lowcost",1
"lowe",1
"lowe's",1
"lowes",1
"lowgasprices",1
"lowincome",1
"lowkey",1
"lowlife",1
"lows",1
"lowvolume",1
"loyal",1
"loyolacb",1
"loyoladigitalmarketing",1
"loyolamba",1
"lrt",1
"lt50",1
"ltcg",1
"ltgt",1
"ltleaves",1
"lube",1
"luca",1
"lucy",1
"ludicrous",1
"lue",1
"lugar",1
"luggage",1
"luke",1
"lull",1
"lululemon",1
"lumped",1
"lunchtime",1
"lung",1
"lunge",1
"luring",1
"luxembourg",1
"lvmh",1
"lymphatic",1
"lyon",1
"maam",1
"mac",1
"maccoing",1
"machete",1
"machine",1
"macron",1
"madcovid19",1
"maddysyn",1
"madhouse",1
"madina",1
"maduu",1
"maggi",1
"maggiormente",1
"magic",1
"magnitude",1
"mailing",1
"maintenance",1
"maize",1
"makati",1
"makeamericagreatagain",1
"makeamericasafeagain",1
"makemoneyonline",1
"makro",1
"malaise",1
"malala",1
"malaysialockdown",1
"malaysians",1
"malefactors",1
"mallplazastore",1
"malnutrition",1
"malware",1
"mampms",1
"mamps",1
"manchester",1
"mandate",1
"mandated",1
"mandating",1
"mandaue",1
"mangoes",1
"mangoesaregood",1
"mania",1
"manif",1
"manilawide",1
"manipulating",1
"manipulation",1
"mankind",1
"manner",1
"mansion",1
"manufacturerwarehouseretail",1
"manylovedoneswilldie",1
"maps",1
"maraming",1
"marc",1
"marche",1
"marchmadness",1
"marchsadness",1
"marchwe",1
"marcia",1
"margarine",1
"margin",1
"marguerite",1
"marhabaqatar",1
"mariachi",1
"marketcrash2020",1
"marketgtpanicgtelect",1
"marketsno",1
"marking",1
"married",1
"marthas",1
"masked",1
"masksi'm",1
"masksonline",1
"maskstoilet",1
"maslow",1
"masters",1
"mastodont",1
"mate",1
"matelica",1
"materials",1
"mates",1
"matson",1
"matty",1
"maxdelivery",1
"maxi",1
"maximize",1
"maximum",1
"maybepaper",1
"mayo",1
"maytheoddsbeeverinyourfavor",1
"mbp",1
"mcconnell",1
"mcgeady",1
"mcmillon",1
"mcrobbies",1
"mcu",1
"meantime",1
"measuring",1
"meateaters",1
"meatless",1
"mechanism",1
"mediaonline",1
"medicalscientific",1
"medicinesfood",1
"medicos",1
"medics",1
"medstudent",1
"meetingsclasses",1
"meets",1
"mefirst",1
"megachurch",1
"meism",1
"melanin",1
"melons",1
"meltdown",1
"melville",1
"membership",1
"meme",1
"memesdaily",1
"memorize",1
"men's",1
"menards",1
"mend",1
"mentalhealth",1
"mentally",1
"menu",1
"menus",1
"merchandise",1
"merchantaccount",1
"merchantservices",1
"mere",1
"merge",1
"merges",1
"merits",1
"mers",1
"messing",1
"metals",1
"metaphor",1
"meteor",1
"metre",1
"metres",1
"metric",1
"metromanilacovid",1
"metropoles",1
"metros",1
"mf",1
"mfs",1
"mgr",1
"mgrs",1
"mi",1
"miami",1
"mices",1
"micro",1
"microbusinesses",1
"mid",1
"midaisle",1
"midnight",1
"midohio",1
"midwales",1
"mientras",1
"might've",1
"migration",1
"migros",1
"mildmay",1
"mile",1
"milkbreadtoilet",1
"millenial",1
"millenials",1
"millennialhating",1
"milling",1
"milwaukee",1
"mimi",1
"mindlessly",1
"mindset",1
"mindsets",1
"minimal",1
"minimiseourhumanfootprint",1
"minimizing",1
"mining",1
"minister's",1
"minnie's",1
"minnies",1
"minor",1
"minorities",1
"mintel",1
"mintel's",1
"minting",1
"minuscule",1
"miracle",1
"misbranded",1
"mish",1
"misleading",1
"missouri",1
"mistakes",1
"misunderstand",1
"misusing",1
"mitarbeiter",1
"mitch",1
"mix",1
"mixmust",1
"mkendall",1
"mlk",1
"mln",1
"mma",1
"mmg",1
"mmmbread",1
"mmt",1
"mney",1
"mnleg",1
"moan",1
"moaning",1
"mob",1
"mobileresponsive",1
"mobiles",1
"mobility",1
"mobs",1
"mock",1
"mocking",1
"moco",1
"model",1
"modest",1
"modi",1
"modifying",1
"modiji",1
"mofo's",1
"mofucka",1
"mogelonsky",1
"moh",1
"mohf",1
"moisturise",1
"moldova",1
"moldy",1
"momentum",1
"mon",1
"moncton",1
"mondaythoughts",1
"mondayvibes",1
"monero",1
"monetarily",1
"monetary",1
"moneyfood",1
"mongering",1
"monkeys",1
"monstrous",1
"montgomery",1
"monthold",1
"moore",1
"moph",1
"moral",1
"morally",1
"moratorium",1
"morbid",1
"moreno",1
"morepastalesspudding",1
"moresouplessstuffing",1
"morningcovid19",1
"morningjoe",1
"moroe",1
"morphe",1
"morphine",1
"morrison",1
"mortgages",1
"mos",1
"mosque",1
"motivated",1
"motivation",1
"motorcycle",1
"motorists",1
"motorized",1
"mount",1
"mountain",1
"mouse",1
"mouthwatering",1
"movetothefrontoftheline",1
"movingarijobena",1
"mrbox",1
"mre",1
"mres",1
"mt",1
"mty",1
"mudah",1
"mugged",1
"mugs",1
"mugshot",1
"muhyiddin",1
"mulan",1
"mum's",1
"muna",1
"munchies",1
"municipalities",1
"murder",1
"muscles",1
"museum",1
"museums",1
"muslimshower",1
"musthave",1
"muttering",1
"mutualaid",1
"mvp",1
"mvps",1
"mwanainchi",1
"mystery",1
"myth",1
"myths",1
"naanawa",1
"nabisco",1
"nada",1
"nagannounce",1
"nagbabantang",1
"nagdonate",1
"nahi",1
"nail",1
"nails",1
"naira",1
"naivasha",1
"naive",1
"nakita",1
"namaste",1
"namedafteralitebeer",1
"names",1
"nan",1
"nancy",1
"nandflash",1
"nanoparticle",1
"naples",1
"narendramodi",1
"narrator",1
"nasdaq",1
"nase",1
"nashville",1
"nashvillestrong",1
"nasty",1
"natin",1
"nation's",1
"nationally",1
"native",1
"natomas",1
"natraj",1
"naturalproducts",1
"natures",1
"naturopath",1
"nauzubillahiminzalik",1
"naye",1
"nb",1
"nbancaa",1
"nbd",1
"ncaa",1
"ncov2020",1
"ncr",1
"ncrpo",1
"nebraska",1
"neccesary",1
"nedojdou",1
"needcan",1
"needmarshall",1
"needsin",1
"needtoknow",1
"negatively",1
"negatives",1
"neglect",1
"neglects",1
"negotiates",1
"nehru",1
"neighbor's",1
"neighborhoods",1
"neighborly",1
"neils",1
"neilsen",1
"nelp",1
"nemesis",1
"nephew",1
"nephmadness",1
"nerd",1
"nervous",1
"ness",1
"net",1
"netelixirs",1
"netneutrality",1
"nets",1
"network12",1
"networks",1
"nevada",1
"newhorizons",1
"news12",1
"newsflash",1
"newsletter",1
"newyorkcity",1
"nh",1
"ni",1
"nibbles",1
"nicaragua",1
"nicer",1
"niece",1
"nieuw",1
"nifty",1
"nifty50",1
"nigerian",1
"nigerians",1
"niggas",1
"nightlife",1
"nights",1
"nightstill",1
"nimble",1
"nini",1
"nintendo",1
"ninyo",1
"nitwitted",1
"nke",1
"nlpoli",1
"nlt",1
"nm",1
"noble",1
"nobodyaskedmebut",1
"nocontact",1
"nocrowds",1
"nofrills",1
"nog",1
"nogroceries",1
"nominated",1
"nonchina",1
"noncontact",1
"noncovid19",1
"nonessential",1
"nonexpiringfood",1
"nonfood",1
"nonna",1
"nonoversized",1
"nonperishablefood",1
"nonperishablefoodslist",1
"nonprofits",1
"nonsense",1
"nonstalkers",1
"nonstop",1
"nook",1
"noon",1
"noonegoeshungry",1
"nopanic",1
"nopinappleonpizza",1
"nordic",1
"normalize",1
"normals",1
"northacton",1
"northcarolina",1
"northernireland",1
"northies",1
"northwestern",1
"norways",1
"nos",1
"nosedive",1
"nosemasks",1
"nostril",1
"nosurprise",1
"noted",1
"nothelping",1
"nothingbtw",1
"noticeably",1
"notices",1
"notification",1
"notifications",1
"notmeus",1
"notoiletroll",1
"notravel",1
"notsure",1
"nourish",1
"nourishing",1
"nourishment",1
"nov",1
"now's",1
"nowadays",1
"nowall",1
"nowand",1
"nowater",1
"nowcoronavirus",1
"nowfeeling",1
"nowi",1
"nowjust",1
"nows",1
"nowwheres",1
"nowwith",1
"nq",1
"nufc",1
"null",1
"nuova",1
"nur",1
"nuremberg",1
"nurses2020",1
"nut",1
"nutrition",1
"nutritional",1
"nutter",1
"nvmno",1
"nxt",1
"ny1pic",1
"nyana",1
"nycprime",1
"nycs",1
"nyers",1
"nyon",1
"nys",1
"o2o",1
"oaks",1
"oatmeal",1
"obchodních",1
"obligation",1
"obnoxious",1
"obsadit",1
"obscure",1
"observations",1
"observed",1
"observing",1
"obsess",1
"obsession",1
"obtained",1
"obv",1
"obvs",1
"obyrne",1
"occupied",1
"occurred",1
"ocd",1
"ocg",1
"odds",1
"ofagroterrorism",1
"ofc",1
"ofcoronavirus",1
"ofcourse",1
"ofdominationtheytheir",1
"ofearly",1
"offbrand",1
"offensive",1
"offerup",1
"offline",1
"ogama",1
"oiler",1
"oilers",1
"oilpricecrash",1
"oilprices",1
"oilpriceshitcanadaeconomy",1
"oilpricewar",1
"oils",1
"oilvscoronavirus",1
"oilwar",1
"oj",1
"okey",1
"oki've",1
"okie",1
"okowa",1
"oku",1
"ol",1
"oldfat",1
"olds",1
"oldsmar",1
"olly",1
"olly's",1
"olympics",1
"omitted",1
"ommerce",1
"omni",1
"omnichannel",1
"omo",1
"omy",1
"ondemandapp",1
"oneday",1
"onlineyoutube",1
"onlinr",1
"onlyfans",1
"onpoli",1
"onslaught",1
"ontarios",1
"oodt",1
"ootd",1
"oott",1
"oozing",1
"op",1
"opateních",1
"openfirst4mostvulnerable",1
"operation",1
"operators",1
"operatorsnursesdoctors",1
"oppertunity",1
"opportunist",1
"opportunistic",1
"opportunistics",1
"opposed",1
"oppressed",1
"oppressing",1
"oprah",1
"opravdu",1
"ops",1
"opt",1
"optimist",1
"optimizing",1
"orderingpick",1
"orderly",1
"ordinance",1
"ordinator",1
"orfrozenfruit",1
"organi",1
"organisation",1
"organized",1
"organizing",1
"orgs",1
"originalcontent",1
"originally",1
"originals",1
"orleanian",1
"orlf",1
"ormoc",1
"osher",1
"oslo",1
"ospinta",1
"osu",1
"ot",1
"otc",1
"otherremember",1
"othersilly",1
"otpout",1
"ott",1
"ottawa's",1
"ottnews",1
"oughta",1
"outage",1
"outages",1
"outcome",1
"outhere",1
"outing",1
"outit",1
"outlined",1
"outofstocks",1
"outpacing",1
"outrage",1
"outsidewalk",1
"outstanding",1
"outweighing",1
"ovee",1
"overboard",1
"overcome",1
"overcoming",1
"overloadampshutdown",1
"overlooking",1
"overly",1
"overpricing",1
"overreact",1
"overreacting",1
"overrun",1
"overseas",1
"overshooting",1
"overstock",1
"overwhelm",1
"owe",1
"owhealth",1
"owing",1
"owned",1
"owning",1
"oyinboprincesssaysso",1
"oynon",1
"oz",1
"p5",1
"pacify",1
"packaging",1
"packers",1
"packetpeople",1
"packing",1
"packung",1
"pacman",1
"page's",1
"pages",1
"paidleaveforall",1
"paidsickdays",1
"paidsickleave",1
"painful",1
"painkillers",1
"paint",1
"paintsingreadwritealongs",1
"pair",1
"pairs",1
"pajama",1
"pak",1
"pakistani",1
"pakistanimuslims",1
"pakistanio",1
"palestinians",1
"palette",1
"pallet",1
"palli",1
"palm",1
"pam",1
"panama",1
"pancit",1
"pandemias",1
"pandemicmay",1
"pandemicpandemonium",1
"pandemicpanic",1
"pandemicpreparedness",1
"pandemicsuddenly",1
"pandenic",1
"pani",1
"panican",1
"panicatthedisco",1
"panicbe",1
"panicbuy",1
"panicbuyingireland",1
"paniccoronapocalypse",1
"panicfilled",1
"panicinduced",1
"panicinducing",1
"panickedviolent",1
"panicks",1
"panicky",1
"panicmode",1
"panicor",1
"panicpls",1
"panicroom",1
"panicshoppers",1
"panicstock",1
"panicstorming",1
"panikait",1
"pansies",1
"pantrymeals",1
"papel",1
"paper's",1
"paperhand",1
"paperpaper",1
"papersanitisers",1
"papersricecanned",1
"paracetamols",1
"paralel",1
"paralysis",1
"paralyzing",1
"paranoia",1
"paranoia's",1
"paraphrase",1
"parasite",1
"pardon",1
"parent",1
"parental",1
"parfums",1
"parishes",1
"parked",1
"parker",1
"parmesan",1
"parsnips",1
"partaking",1
"partial",1
"partly",1
"partnering",1
"partnership",1
"partytime",1
"paseo",1
"passenger",1
"passing",1
"passive",1
"pastabeanspulsesrice",1
"pastafrozen",1
"paste",1
"pastime",1
"patatoes",1
"patel",1
"pathanamthitta",1
"pathogen",1
"patientcalmamphave",1
"patreon",1
"patrick's",1
"patrone",1
"patronized",1
"patronizing",1
"patte",1
"patterns",1
"patties",1
"paul",1
"paulson",1
"pavement",1
"pawn",1
"pawtrol",1
"paycheckpaycheck",1
"paychecks",1
"paymts",1
"paypal",1
"payrolltax",1
"payrolltaxrelief",1
"paywall",1
"pc",1
"pe",1
"peacefully",1
"peaked",1
"peaks",1
"peanuts",1
"peasant",1
"pediatrics",1
"peerpressure",1
"peipoli",1
"pelosi",1
"pen",1
"penal",1
"penalize",1
"penalizing",1
"penampang",1
"penguins",1
"penne",1
"pennies",1
"pennsylvanians",1
"pens",1
"pension",1
"pensioners",1
"pentagon",1
"peoplearedumb",1
"peoplearegoinginsane",1
"peopleareidiots",1
"peoplefreakingout",1
"peopleit",1
"peoplelayed",1
"peoplemobs",1
"peoplepower",1
"peopleso",1
"pep",1
"pepper",1
"pepperidge",1
"pepsicome",1
"percapita",1
"perception",1
"performing",1
"perimetre",1
"periodic",1
"perishables",1
"perks",1
"permitted",1
"peroxide",1
"persecuting",1
"persistent",1
"person's",1
"persontoperson",1
"perth",1
"pertinent",1
"peru",1
"perusing",1
"pesto",1
"pet's",1
"petcare",1
"petrified",1
"petroleum",1
"petrolprices",1
"petsmart",1
"petting",1
"pg",1
"pgo",1
"ph",1
"pharma",1
"pharmacist",1
"phase",1
"phases",1
"philadelphia",1
"philippinesplaced",1
"philly",1
"philosophy",1
"phishing",1
"phoned",1
"photooftheday",1
"photosforsale",1
"photoxinhua",1
"phr",1
"physician",1
"physicist",1
"pickings",1
"pickle",1
"picky",1
"pictured",1
"pies",1
"pigs",1
"pilers",1
"pilfer",1
"pilingpanic",1
"pilled",1
"pillsbury",1
"pilot",1
"pinar",1
"pinnacle",1
"pinpad",1
"pint",1
"pio",1
"pioneer",1
"pipes",1
"pismo",1
"piss",1
"pissing",1
"pitts",1
"pity",1
"pivotal",1
"placethink",1
"plagued",1
"plancovid2019",1
"planes",1
"planhow",1
"planing",1
"planoisd",1
"planotx",1
"plants",1
"plauge",1
"player",1
"players",1
"playground",1
"playgrounds",1
"playstation",1
"pleased",1
"pleaselike",1
"plebs",1
"pledged",1
"plenty4all",1
"pliz",1
"plot",1
"plots",1
"ploy",1
"plunder",1
"ply",1
"plzzz",1
"pneumonia",1
"pnw",1
"poach",1
"pocketbooks",1
"podcast",1
"podcasts",1
"poked",1
"pokemongo",1
"policymakers",1
"polish",1
"politically",1
"politicizing",1
"politics",1
"pollen",1
"polls",1
"polltime",1
"polmoni",1
"poloz",1
"pomp",1
"pompey",1
"poniendo",1
"poo",1
"pools",1
"poopless",1
"poorer",1
"poorest",1
"poorestcovid19",1
"popeyes",1
"populations",1
"por",1
"pork",1
"porque",1
"porta",1
"portablebidet",1
"portals",1
"porter",1
"portfolios",1
"portland",1
"ports",1
"portsmouth",1
"portugal",1
"portuguese",1
"pose",1
"posing",1
"positions",1
"posotus",1
"possess",1
"possiblekeep",1
"postmates",1
"postnights",1
"pot",1
"potato",1
"potatos",1
"potravin",1
"potus",1
"poultry",1
"pound",1
"pour",1
"powers",1
"powertalk",1
"ppc",1
"ppes",1
"ppl're",1
"practicegroup",1
"practicesas",1
"practicing",1
"pragya",1
"praise",1
"praising",1
"pranayamacures",1
"praveer",1
"prayer",1
"pre",1
"preachers",1
"preachy",1
"prebaked",1
"precautionswash",1
"precious",1
"precisely",1
"precursorfair",1
"prediction",1
"predictions",1
"predictive",1
"predominantly",1
"prefer",1
"preferably",1
"preference",1
"preferences",1
"preferred",1
"pregaming",1
"prelim",1
"premiumi",1
"preocupación",1
"preorder",1
"preparenotpanic",1
"preprint",1
"pres",1
"preschool",1
"preservatives",1
"presidency",1
"president's",1
"presidentbiden",1
"presidents",1
"pressed",1
"presspass",1
"pressures",1
"preston",1
"pretended",1
"preventing",1
"preventionoverpanic",1
"preview",1
"previously",1
"preyed",1
"preying",1
"preys",1
"price4000",1
"pricegouger",1
"pricescancellation",1
"pricescovid19",1
"pricesdm",1
"pricesgo",1
"priceslets",1
"pricespoor",1
"pricessorry",1
"pride",1
"primaries",1
"primary",1
"primevideo",1
"principle",1
"print",1
"prioritising",1
"privatelabel",1
"privileges",1
"proactively",1
"prob",1
"probiotic",1
"problematic",1
"problemreactionsolution",1
"probs",1
"procedure",1
"proceedings",1
"processing",1
"procrastination",1
"producedepartment",1
"producers",1
"produces",1
"productive",1
"productivity",1
"professionalism",1
"professionalspolice",1
"professor",1
"profile",1
"profligacy",1
"profound",1
"programmes",1
"programming",1
"progresso",1
"prohibited",1
"projecting",1
"promenade",1
"promise",1
"promoted",1
"promoting",1
"prompt",1
"prone",1
"properrefrigeration",1
"properties",1
"propertymanagement",1
"proportions",1
"proposed",1
"propping",1
"props",1
"prosecution",1
"prosecutor",1
"prospect",1
"protesters",1
"protocols",1
"pround",1
"province",1
"provinces",1
"prowling",1
"prowrestling",1
"proximity",1
"prrd",1
"pruell",1
"psalm91",1
"psl2020",1
"pst",1
"psvs",1
"psycho",1
"psychologists",1
"psychopath",1
"pt",1
"pto",1
"publ",1
"publics",1
"publique",1
"publish",1
"publishers",1
"puerto",1
"pull",1
"pumping",1
"pumpkin",1
"punched",1
"puppet",1
"puppy",1
"puppy's",1
"purchaseshamsterkäufe",1
"pure",1
"pureed",1
"purellcheck",1
"purells",1
"purely",1
"purge",1
"purifier",1
"purportedly",1
"puse",1
"pushes",1
"pushshove",1
"putin",1
"puzzle",1
"puzzling",1
"pwdelderly",1
"pánico",1
"pâtes",1
"q1",1
"qanom",1
"qanon2018",1
"qanon2020",1
"qarmy",1
"qatarcovid19watch",1
"qatardestinationguide",1
"qatarliving",1
"qatarnews",1
"qayamat",1
"qld",1
"qr",1
"qtine",1
"qtquarantine",1
"qtr",1
"quadrupled",1
"quantity",1
"quarantaine",1
"quarantinecats",1
"quarantined4",1
"quarantineemergency",1
"quarantinenomass",1
"quarantining",1
"quarentena",1
"quarentinelife",1
"quarintine",1
"quart",1
"quarterly",1
"quartogrado",1
"queen",1
"queenafua",1
"queens",1
"queensland",1
"quench",1
"queries",1
"quesadillas",1
"queuers",1
"quezon",1
"quic",1
"quickest",1
"quilt",1
"quits",1
"quittake",1
"quota",1
"quoteoftheday",1
"quran",1
"qurantine",1
"rabid",1
"radical",1
"radicalisation",1
"radio4",1
"radius",1
"rag",1
"raided",1
"rain",1
"rainbows",1
"rainy",1
"rajya",1
"rakuten",1
"rakyat",1
"rallies",1
"ralph",1
"ralph's",1
"ralphkramden",1
"ram",1
"rama",1
"rambles",1
"rammed",1
"ramming",1
"ramond",1
"ramping",1
"rancher",1
"rancho",1
"randdollar",1
"rang",1
"range",1
"rank",1
"rap",1
"rarely",1
"rat",1
"rationally",1
"ravaged",1
"raw",1
"rayon",1
"razor",1
"reaches",1
"reactionary",1
"reactions",1
"readers",1
"ready2day",1
"realampperceived",1
"realestate",1
"realises",1
"realising",1
"realization",1
"realizes",1
"reallocate",1
"realtor",1
"reaping",1
"reassigning",1
"rebecca",1
"rebooked",1
"recall",1
"recallnewsom",1
"recalls",1
"reccomended",1
"receed",1
"reckon",1
"recognition",1
"reconsider",1
"reconsidering",1
"recorder",1
"recovering",1
"recycle",1
"reddest",1
"redickuless",1
"rediculously",1
"redondo",1
"redressal",1
"reducefoodwaste",1
"redvelvet",1
"reeducation",1
"reelection",1
"reeling",1
"refinitiv",1
"reflect",1
"reflexive",1
"reforms",1
"reframe",1
"refreshing",1
"refried",1
"refrigerator",1
"refusing",1
"reg",1
"regiments",1
"regret",1
"regulators",1
"regulatory",1
"rein",1
"reintroduce",1
"reiterate",1
"relating",1
"relationship",1
"relationships",1
"relative",1
"releases",1
"releasing",1
"reliance",1
"religious",1
"reluctant",1
"remaincalmandkind",1
"remained",1
"remainers",1
"remake",1
"remarkable",1
"remarkably",1
"remarks",1
"remeber",1
"remedy",1
"remembers",1
"reminded",1
"remindertip",1
"reminding",1
"reminiscent",1
"remittance",1
"remoteworking",1
"remove",1
"removed",1
"renamed",1
"render",1
"renewing",1
"renfrew",1
"rentmortgagesloans",1
"reopened",1
"repair",1
"replenished",1
"replenishment",1
"replied",1
"replies",1
"representative",1
"represents",1
"reprimand",1
"reproduce",1
"republic",1
"republicandumfuks",1
"reputable",1
"reputation",1
"requested",1
"requesting",1
"requests",1
"requires",1
"requiring",1
"rerun",1
"reschedule",1
"researcher",1
"researchers",1
"researching",1
"resemble",1
"reserves",1
"reserving",1
"resetting",1
"reshape",1
"residential",1
"resilience",1
"resisted",1
"resolve",1
"resonate",1
"resort",1
"resorts",1
"respective",1
"respectretailworkers",1
"respirators",1
"responded",1
"responders",1
"responds",1
"responsables",1
"responsibil",1
"restaurantshotels",1
"restrict",1
"restrictedfill",1
"restriction",1
"restrictive",1
"resume",1
"resumes",1
"resurrection",1
"retail2020",1
"retailcounter",1
"retailernews",1
"retailgrocery",1
"retailheros",1
"retailing",1
"retaillife",1
"retailnews",1
"retailrelated",1
"retails",1
"retailtherapy",1
"retailtrends",1
"retest",1
"retirement",1
"returned",1
"retweeting",1
"revenue",1
"revenues",1
"reversed",1
"reversion",1
"reverting",1
"review",1
"reviewed",1
"revival",1
"revive",1
"revlon",1
"rewe",1
"rga",1
"rhiannoncmoore",1
"rica",1
"richard",1
"richer",1
"rick",1
"ricky",1
"rico's",1
"riddle",1
"ride's",1
"ridiculousness",1
"ridulous",1
"rigorously",1
"rink",1
"riot",1
"riots",1
"ripoff",1
"ripple",1
"risked",1
"riskeven",1
"riskin",1
"risky",1
"rite",1
"riverview",1
"rizq",1
"rkv",1
"rm129",1
"rm13",1
"ro",1
"roads",1
"roars",1
"rob",1
"robinhood",1
"rockdale",1
"rocket",1
"rocketed",1
"rocketing",1
"rockies",1
"rockville",1
"rodeo",1
"rodeohouston2020",1
"roger",1
"rolling",1
"rollsubtle",1
"romance",1
"ron",1
"rona",1
"ronavirus",1
"roofers",1
"roommate",1
"root",1
"rooted",1
"rothschild",1
"rothy",1
"rothycode",1
"rothys",1
"rothyscode",1
"rothyscoupon",1
"rothysdiscount",1
"rotting",1
"rough",1
"rounded",1
"roundup",1
"rout",1
"royal",1
"royale",1
"royalties",1
"rs",1
"rs16999",1
"rs198",1
"rsbl",1
"rudeness",1
"rudy",1
"rug",1
"ruin",1
"ruined",1
"rumored",1
"rumour",1
"rumours",1
"runshikes",1
"rupees",1
"russia's",1
"russian",1
"russiaoil",1
"rustans",1
"ruth",1
"rx",1
"ryan",1
"saar",1
"saarc",1
"sab",1
"sabha",1
"sachets",1
"sachleben",1
"sack",1
"sacs",1
"saddens",1
"saddest",1
"saferestaurants",1
"safeshouls",1
"saftey",1
"saga",1
"sagunto",1
"sakes",1
"sakuras",1
"salad",1
"salamat",1
"salaried",1
"salaries",1
"salmon",1
"salsa",1
"salt",1
"salted",1
"salts",1
"salvage",1
"samestore",1
"sample",1
"samplesale",1
"sampp",1
"sampp500",1
"samsclub",1
"sanction",1
"sanctioning",1
"sand",1
"sanders",1
"sandiego",1
"sandwich",1
"sandwiches",1
"sandy",1
"sane",1
"sanfrancisco",1
"sanfranciscoand",1
"sang",1
"sani",1
"sanitise",1
"sanitization",1
"sanitize",1
"sanitized",1
"sanitizeror",1
"sanitizersmasks",1
"sanitizertoilet",1
"sanitizerwipes",1
"sans",1
"santisers",1
"santé",1
"saq",1
"sara",1
"sardine",1
"sardines",1
"sarscov19",1
"satan",1
"satisfactorily",1
"satisfied",1
"satisfy",1
"satuday",1
"saturdaymorning",1
"satureday",1
"saturn",1
"sauces",1
"saucisson",1
"saudiarabias",1
"saudis",1
"sausage",1
"savagenation",1
"savages",1
"savesomestuffforothers",1
"savinhs",1
"sayentrepreneur",1
"sc",1
"scales",1
"scalpers",1
"scanners",1
"scans",1
"scarcities",1
"scavenging",1
"sch",1
"schedule",1
"schemes",1
"schizoid",1
"schoolclosings",1
"schoolclosure",1
"schoolcollage",1
"schoolwork",1
"schoolworkchurch",1
"scifi",1
"scoffed",1
"scoop",1
"scooters",1
"scope",1
"score",1
"scotch",1
"scott's",1
"scourging",1
"scout",1
"scrambling",1
"scrap",1
"scream",1
"screened",1
"screens",1
"script",1
"scrolling",1
"scum",1
"scumbag",1
"scurried",1
"sdcc",1
"sea",1
"seafood",1
